rank,player_name,nation,position,squad,competition,age,birth_year,matches_played,starts,minutes,nineties_played,goals_against,goals_against_per_90,shots_on_target_against,saves,save_pct,wins,draws,losses,clean_sheets,clean_sheet_pct,penalty_attempts,penalty_goals_against,penalty_saves,penalty_missed,MP,Starts,Min,penalty_kicks_allowed,season,table_type,processed_at
102,Diego Mariño,ESP,GK,Almería,La Liga,33,1990,0,0,0,1.0,2,2.0,4,2,100.0,0,0,1,0,0.0,2,0,0,0,1,1,90,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
103,Unai Marrero,ESP,GK,Real Sociedad,La Liga,21,2001,0,0,0,1.6,3,1.9,5,2,60.0,0,0,1,0,0.0,1,0,0,0,2,1,142,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
104,Tommaso Martinelli,ITA,GK,Fiorentina,Serie A,17,2006,0,0,0,1.0,2,2.0,3,1,33.3,1,0,0,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
105,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30,1992,0,0,0,33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,0,0,0,34,34,3015,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
106,Josep Martinez,ESP,GK,Genoa,Serie A,25,1998,0,0,0,36.0,43,1.19,130,87,69.2,11,13,12,8,22.2,4,0,1,0,36,36,3239,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
107,Marc Martínez,ESP,GK,Granada,La Liga,33,1990,0,0,0,3.0,11,3.67,23,12,60.9,0,0,3,0,0.0,2,0,0,0,3,3,270,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
108,Remi Matthews,ENG,GK,Crystal Palace,Premier League,29,1994,0,0,0,0.0,1,22.5,1,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,4,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
109,Luís Maximiano,POR,GK,Almería,La Liga,24,1999,0,0,0,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,0,1,2,33,33,2970,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
110,Alex Meret,ITA,GK,Napoli,Serie A,26,1997,0,0,0,30.8,40,1.3,104,62,63.5,10,13,8,5,16.1,4,0,2,0,31,31,2773,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
111,Alexander Meyer,GER,GK,Dortmund,Bundesliga,32,1991,0,0,0,7.7,9,1.17,27,19,66.7,4,1,2,3,42.9,0,0,0,0,8,7,695,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
112,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26,1997,0,0,0,36.0,31,0.86,134,103,81.3,13,14,9,18,50.0,6,0,0,0,36,36,3240,6,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
113,Antonio Mirante,ITA,GK,Milan,Serie A,40,1983,0,0,0,2.0,3,1.53,8,5,62.5,0,1,1,0,0.0,0,0,0,0,2,2,177,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
114,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,27,1996,0,0,0,37.0,49,1.32,153,105,69.3,9,10,18,8,21.6,2,0,0,0,37,37,3330,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
115,Kevin Müller,GER,GK,Heidenheim,Bundesliga,32,1991,0,0,0,34.0,55,1.62,174,121,72.4,10,12,12,6,17.6,10,0,1,2,34,34,3060,7,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
116,Arijanet Muric,KVX,GK,Burnley,Premier League,24,1998,0,0,0,10.0,16,1.6,78,62,80.8,2,4,4,0,0.0,2,0,1,0,10,10,900,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
117,Juan Musso,ARG,GK,Atalanta,Serie A,29,1994,0,0,0,11.0,12,1.09,34,23,70.6,6,1,4,6,54.5,2,0,0,0,11,11,990,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
118,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,29,1994,0,0,0,34.0,66,1.94,207,142,72.0,7,8,19,4,11.8,8,0,0,0,34,34,3060,8,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
119,Lapo Nava,ITA,GK,Milan,Serie A,19,2004,0,0,0,0.0,1,30.0,2,1,50.0,0,0,0,0,0.0,0,0,0,0,1,0,3,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
120,Keylor Navas,CRC,GK,Paris S-G,Ligue 1,36,1986,0,0,0,4.0,6,1.5,12,6,58.3,2,2,0,1,25.0,1,0,0,0,4,4,360,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
121,Massamba Ndiaye,SEN,GK,Clermont Foot,Ligue 1,21,2001,0,0,0,4.0,6,1.5,24,18,79.2,1,2,1,0,0.0,1,0,0,0,4,4,360,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
122,Neto,BRA,GK,Bournemouth,Premier League,34,1989,0,0,0,32.0,55,1.72,165,110,69.7,10,9,13,7,21.9,6,0,1,0,32,32,2880,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
123,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,37,1986,0,0,0,22.8,33,1.45,93,59,66.7,16,1,6,6,26.1,3,0,1,0,23,23,2053,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
124,Moritz Nicolas,GER,GK,Gladbach,Bundesliga,25,1997,0,0,0,27.0,49,1.81,160,111,71.9,6,11,10,4,14.8,4,0,0,0,27,27,2430,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
125,Alexander Nübel,GER,GK,Stuttgart,Bundesliga,26,1996,0,0,0,30.0,36,1.2,107,74,69.2,20,3,7,11,36.7,3,0,0,0,30,30,2700,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
126,Ørjan Nyland,NOR,GK,Sevilla,La Liga,32,1990,0,0,0,24.0,27,1.13,104,78,76.9,8,9,7,6,25.0,3,0,0,0,24,24,2160,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
127,Jan Oblak,SVN,GK,Atlético Madrid,La Liga,30,1993,0,0,0,38.0,43,1.13,144,101,70.8,24,4,10,13,34.2,2,0,0,1,38,38,3420,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
128,Guillermo Ochoa,MEX,GK,Salernitana,Serie A,38,1985,0,0,0,21.0,44,2.1,115,72,67.8,0,6,15,1,4.8,7,0,0,0,21,21,1890,7,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
129,Maduka Okoye,NGA,GK,Udinese,Serie A,23,1999,0,0,0,21.0,25,1.19,89,65,75.3,5,8,8,5,23.8,3,0,0,0,21,21,1890,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
130,Robin Olsen,SWE,GK,Aston Villa,Premier League,33,1990,0,0,0,4.5,13,2.89,34,20,61.8,1,0,3,0,0.0,1,0,1,0,5,4,405,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
131,Jonas Omlin,SUI,GK,Gladbach,Bundesliga,29,1994,0,0,0,7.0,18,2.57,47,29,66.0,1,2,4,0,0.0,2,0,0,0,7,7,630,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
132,André Onana,CMR,GK,Manchester Utd,Premier League,27,1996,0,0,0,38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,0,0,0,38,38,3420,7,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
133,Stefan Ortega,GER,GK,Manchester City,Premier League,30,1992,0,0,0,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,9,5,635,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
134,Alexandre Oukidja,ALG,GK,Metz,Ligue 1,35,1988,0,0,0,33.2,57,1.72,185,128,72.4,8,5,21,6,17.6,6,0,0,0,34,34,2987,6,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
135,Jesús Owono,EQG,GK,Alavés,La Liga,22,2001,0,0,0,4.0,8,2.0,24,16,66.7,1,2,1,1,25.0,0,0,0,0,4,4,360,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
136,Rui Patrício,POR,GK,Roma,Serie A,35,1988,0,0,0,23.0,27,1.17,74,49,66.2,11,5,7,6,26.1,3,0,0,1,23,23,2070,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
137,Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,31,1992,0,0,0,7.0,17,2.43,38,21,60.5,2,0,5,1,14.3,2,0,0,0,7,7,630,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
138,Iñaki Peña,ESP,GK,Barcelona,La Liga,24,1999,0,0,0,10.0,17,1.7,39,22,56.4,6,2,2,2,20.0,0,0,0,0,10,10,900,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
139,Daniel Peretz,ISR,GK,Bayern Munich,Bundesliga,23,2000,0,0,0,0.2,0,0.0,0,0,0.0,0,0,0,1,0.0,0,0,0,0,1,0,17,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
140,Simone Perilli,ITA,GK,Hellas Verona,Serie A,28,1995,0,0,0,1.0,2,2.0,10,8,80.0,0,1,0,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
141,Mattia Perin,ITA,GK,Juventus,Serie A,30,1992,0,0,0,2.5,1,0.4,5,4,80.0,2,1,0,1,33.3,0,0,0,0,3,3,225,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
142,Samuele Perisan,ITA,GK,Empoli,Serie A,25,1997,0,0,0,1.0,2,2.0,5,3,60.0,0,0,1,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
143,Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,35,1987,0,0,0,9.0,17,1.89,36,20,52.8,2,1,6,2,22.2,0,0,0,0,9,9,810,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
144,Denis Petrić,SRB,GK,Nantes,Ligue 1,35,1988,0,0,0,0.3,1,3.75,1,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,24,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
145,Đorđe Petrović,SRB,GK,Chelsea,Premier League,23,1999,0,0,0,22.1,38,1.72,108,73,65.7,13,5,4,5,22.7,2,0,0,1,23,22,1987,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
146,Jordan Pickford,ENG,GK,Everton,Premier League,29,1994,0,0,0,38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,0,0,0,38,38,3420,8,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
147,Carlo Pinsoglio,ITA,GK,Juventus,Serie A,33,1990,0,0,0,0.5,0,0.0,3,3,100.0,0,0,0,1,0.0,0,0,0,0,1,0,45,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
148,Nick Pope,ENG,GK,Newcastle Utd,Premier League,31,1992,0,0,0,14.9,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,15,15,1345,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
149,Ivan Provedel,ITA,GK,Lazio,Serie A,29,1994,0,0,0,30.0,33,1.1,119,86,73.9,12,6,12,9,30.0,3,0,0,1,30,30,2699,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
150,Ionuț Radu,ROU,GK,Bournemouth,Premier League,26,1997,0,0,0,2.0,7,3.5,11,4,36.4,1,0,1,0,0.0,0,0,0,0,2,2,180,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
151,Boris Radunović,SRB,GK,Cagliari,Serie A,27,1996,0,0,0,7.0,12,1.71,27,16,55.6,0,2,5,2,28.6,1,0,0,1,7,7,630,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
152,Predrag Rajković,SRB,GK,Mallorca,La Liga,27,1995,0,0,0,36.0,43,1.19,138,95,71.7,7,15,14,9,25.0,5,0,1,0,36,36,3240,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
153,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25,1998,0,0,0,6.0,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,6,6,540,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
154,Federico Ravaglia,ITA,GK,Bologna,Serie A,23,1999,0,0,0,5.9,3,0.5,18,13,83.3,4,1,1,4,66.7,1,0,1,0,6,6,535,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
155,David Raya,ESP,GK,Arsenal,Premier League,27,1995,0,0,0,32.0,24,0.75,69,45,68.1,23,4,5,16,50.0,3,0,1,0,32,32,2880,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
156,Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,0,0,0,2.0,2,1.0,9,7,77.8,1,1,0,0,0.0,0,0,0,0,2,2,180,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
157,Álex Remiro,ESP,GK,Real Sociedad,La Liga,28,1995,0,0,0,36.4,36,0.99,130,94,76.2,16,12,9,15,40.5,6,0,1,0,37,37,3275,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
158,Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18,2005,0,0,0,34.0,46,1.35,139,93,69.8,11,10,13,6,17.6,4,0,0,0,34,34,3060,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
159,Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,0,0,0,33.0,70,2.12,185,116,67.0,7,12,14,4,12.1,11,0,2,0,33,33,2970,9,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
160,Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,0,0,0,3.0,6,2.0,14,8,57.1,0,1,2,1,33.3,0,0,0,0,3,3,270,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
161,Francesco Rossi,ITA,GK,Atalanta,Serie A,32,1991,0,0,0,0.1,0,0.0,1,1,100.0,0,0,0,1,0.0,0,0,0,0,1,0,5,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
162,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,0,0,0,33.0,56,1.7,162,105,68.5,9,6,18,7,21.2,7,0,2,0,33,33,2970,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
163,José Sá,POR,GK,Wolves,Premier League,30,1993,0,0,0,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,0,0,0,35,35,3037,8,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
164,Brice Samba,FRA,GK,Lens,Ligue 1,29,1994,0,0,0,33.0,35,1.06,136,101,78.7,14,8,11,14,42.4,8,0,1,1,33,33,2970,6,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
165,Robert Sánchez,ESP,GK,Chelsea,Premier League,25,1997,0,0,0,15.9,25,1.57,78,52,70.5,5,4,7,3,18.8,3,0,1,0,16,16,1433,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
166,Marcel Schuhen,GER,GK,Darmstadt 98,Bundesliga,30,1993,0,0,0,31.0,76,2.45,198,123,62.1,3,7,21,3,9.7,2,0,1,0,31,31,2790,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
167,Marvin Schwäbe,GER,GK,Köln,Bundesliga,28,1995,0,0,0,34.0,60,1.76,168,108,66.1,5,12,17,4,11.8,3,0,0,0,34,34,3060,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
168,Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,31,1992,0,0,0,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
169,Simone Scuffet,ITA,GK,Cagliari,Serie A,27,1996,0,0,0,31.0,55,1.77,129,76,59.7,8,10,13,3,9.7,3,0,0,0,31,31,2789,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
170,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,31,1992,0,0,0,16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,0,0,0,16,16,1440,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
171,Matz Sels,BEL,GK,Strasbourg,Ligue 1,31,1992,0,0,0,19.0,24,1.26,62,40,62.9,6,7,6,3,15.8,1,0,0,0,19,19,1710,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
172,James Shea,ENG,GK,Luton Town,Premier League,32,1991,0,0,0,0.2,0,0.0,2,2,100.0,0,0,0,0,0.0,0,0,0,0,1,0,15,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
173,Rui Silva,POR,GK,Betis,La Liga,29,1994,0,0,0,27.5,36,1.31,120,85,75.8,10,9,9,9,32.1,8,0,1,0,28,28,2475,7,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
174,Marco Silvestri,ITA,GK,Udinese,Serie A,32,1991,0,0,0,17.0,28,1.65,68,40,67.6,1,11,5,4,23.5,6,0,0,0,17,17,1530,6,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
175,Unai Simón,ESP,GK,Athletic Club,La Liga,26,1997,0,0,0,35.4,33,0.93,122,90,73.8,18,11,7,16,44.4,5,0,3,1,36,36,3182,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
176,Antonio Sivera,ESP,GK,Alavés,La Liga,26,1996,0,0,0,34.0,38,1.12,123,87,75.6,11,8,15,10,29.4,8,0,0,0,34,34,3060,8,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
177,Łukasz Skorupski,POL,GK,Bologna,Serie A,32,1991,0,0,0,32.0,29,0.91,106,77,75.5,14,13,5,13,40.6,6,0,1,2,32,32,2880,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
178,Daniele Sommariva,ITA,GK,Genoa,Serie A,26,1997,0,0,0,0.1,0,0.0,0,0,0.0,0,0,0,1,0.0,0,0,0,0,1,0,5,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
179,Yann Sommer,SUI,GK,Inter,Serie A,34,1988,0,0,0,34.0,19,0.56,98,78,82.7,27,6,1,19,55.9,4,0,1,1,34,34,3060,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
180,David Soria,ESP,GK,Getafe,La Liga,30,1993,0,0,0,37.9,52,1.37,171,118,72.5,10,13,15,10,26.3,7,0,1,1,38,38,3413,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
181,Alessandro Sorrentino,ITA,GK,Monza,Serie A,21,2002,0,0,0,6.1,16,2.63,32,16,62.5,0,1,4,0,0.0,4,0,0,0,7,5,548,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
182,Marco Sportiello,ITA,GK,Milan,Serie A,31,1992,0,0,0,7.0,11,1.57,33,23,69.7,3,3,1,2,28.6,1,0,0,0,7,7,630,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
183,Jason Steele,ENG,GK,Brighton,Premier League,32,1990,0,0,0,17.0,34,2.0,74,42,58.1,5,4,8,2,11.8,3,0,0,0,17,17,1530,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
184,Thomas Strakosha,ALB,GK,Brentford,Premier League,28,1995,0,0,0,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,2,1,135,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
185,Mile Svilar,SRB,GK,Roma,Serie A,23,1999,0,0,0,15.0,19,1.27,77,58,76.6,7,4,4,5,33.3,2,0,1,0,15,15,1350,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
186,Wojciech Szczęsny,POL,GK,Juventus,Serie A,33,1990,0,0,0,35.0,30,0.86,108,79,74.1,17,13,5,15,42.9,3,0,1,0,35,35,3150,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
187,Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,22,2001,0,0,0,5.9,7,1.19,25,18,72.0,2,2,1,1,20.0,0,0,0,0,6,5,529,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
188,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,31,1992,0,0,0,28.0,27,0.96,102,75,75.5,20,5,3,15,53.6,2,0,0,0,28,28,2520,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
189,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33,1990,0,0,0,33.0,35,1.06,126,90,77.0,15,8,10,8,24.2,7,0,1,0,33,33,2970,6,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
190,James Trafford,ENG,GK,Burnley,Premier League,20,2002,0,0,0,28.0,62,2.21,166,106,65.7,3,5,20,2,7.1,5,0,0,0,28,28,2520,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
191,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,33,1990,0,0,0,32.0,48,1.5,137,87,71.5,10,13,9,7,21.9,11,0,2,0,32,32,2880,9,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
192,Mark Travers,IRL,GK,Bournemouth,Premier League,24,1999,0,0,0,4.0,5,1.25,18,13,77.8,2,0,2,2,50.0,1,0,0,0,4,4,360,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
193,Stefano Turati,ITA,GK,Frosinone,Serie A,21,2001,0,0,0,30.5,58,1.9,152,94,65.1,6,9,16,4,12.9,7,0,1,1,31,31,2745,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
194,Matt Turner,USA,GK,Nott'ham Forest,Premier League,29,1994,0,0,0,17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,0,0,0,17,17,1530,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
195,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,34,1988,0,0,0,11.0,12,1.09,31,19,64.5,7,2,2,4,36.4,1,0,0,0,11,11,990,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
196,Álvaro Vallés,ESP,GK,Las Palmas,La Liga,26,1997,0,0,0,36.3,44,1.21,152,108,74.3,10,10,17,8,21.6,9,0,3,1,37,37,3263,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
197,Bart Verbruggen,NED,GK,Brighton,Premier League,20,2002,0,0,0,21.0,28,1.33,91,63,72.5,7,8,6,4,19.0,3,0,0,0,21,21,1890,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
198,Guglielmo Vicario,ITA,GK,Tottenham,Premier League,26,1996,0,0,0,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,0,0,0,38,38,3420,7,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
199,Fran Vieites,ESP,GK,Betis,La Liga,24,1999,0,0,0,3.5,4,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,0,4,3,315,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
200,Iván Villar,ESP,GK,Celta Vigo,La Liga,26,1997,0,0,0,11.3,18,1.6,44,26,63.6,2,4,6,0,0.0,3,0,1,0,12,12,1014,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
201,Odysseas Vlachodimos,GRE,GK,Nott'ham Forest,Premier League,29,1994,0,0,0,5.0,12,2.4,22,10,50.0,1,0,4,1,20.0,1,0,0,0,5,5,450,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
202,Robin Zentner,GER,GK,Mainz 05,Bundesliga,28,1994,0,0,0,30.0,48,1.6,128,81,64.8,7,12,11,7,23.3,4,0,0,1,30,30,2700,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
203,Michael Zetterer,GER,GK,Werder Bremen,Bundesliga,28,1995,0,0,0,27.0,37,1.37,128,92,74.2,9,9,9,6,22.2,4,0,0,0,27,27,2430,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
